missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,outlier_after_outlier_strat,profile_median,corr_OverallQual,ot_OverallQual,corr_YearBuilt,ot_YearBuilt,corr_YearRemodAdd,ot_YearRemodAdd,corr_ExterQual,ot_ExterQual,corr_BsmtQual,ot_BsmtQual,corr_TotalBsmtSF,ot_TotalBsmtSF,corr_1stFlrSF,ot_1stFlrSF,corr_GrLivArea,ot_GrLivArea,corr_FullBath,ot_FullBath,corr_KitchenQual,ot_KitchenQual,corr_TotRmsAbvGrd,ot_TotRmsAbvGrd,corr_Fireplaces,ot_Fireplaces,corr_GarageFinish,ot_GarageFinish,corr_GarageCars,ot_GarageCars,corr_GarageArea,ot_GarageArea,utility_rmse
5,1,1,1,0.5,0.5,0.5,163000.0,0.78093,0.46301,0.49576,0.49863,0.50435,0.55342,4033.92549,0.5,4033.93759,0.5,0.57122,0.49863,0.58618,0.49726,0.67838,0.49726,0.53427,1.0,4033.93407,0.5,0.51257,0.41096,0.45284,1.0,4033.98576,0.5,0.63202,0.16575,0.60441,0.50548,186.73735760357886
5,1,2,1,0.5,0.5,0.5009784735812133,160000.0,0.75245,0.43249,0.64651,0.50098,0.56005,0.51076,5603.95602,0.5,5603.96999,0.5,0.52165,0.49902,0.49506,0.49119,0.733,0.49706,0.63852,0.00196,5603.96398,0.5,0.51249,0.44423,0.39924,0.03718,5604.05092,0.5,0.6319,0.08415,0.61851,0.49902,144.28687335183125
5,1,3,1,0.5,0.5,0.5009784735812133,163000.0,0.79585,0.48728,0.5069,0.47358,0.52388,0.5362,3167.73004,0.5,3167.74058,0.5,0.62601,0.49315,0.6113,0.49511,0.70098,0.50098,0.52008,0.02544,3167.73726,0.5,0.50545,0.78278,0.4466,1.0,3167.77837,0.5,0.66286,0.16634,0.64607,0.49902,164.09194404143446
5,1,4,1,0.5,0.5,0.5009784735812133,164500.0,0.77121,0.47554,0.504,0.48337,0.50754,0.55186,3202.71449,0.5,3202.72467,0.5,0.61547,0.49511,0.61166,0.48924,0.73515,0.49119,0.54238,1.0,3202.72077,0.5,0.52514,0.38552,0.43949,1.0,3202.76336,0.5,0.65614,1.0,0.67808,0.47554,168.5548494945955
5,1,5,1,0.5,0.5,0.5009784735812133,163000.0,0.79151,0.47358,0.58579,0.46575,0.56651,0.55382,3503.21964,0.5,3503.23099,0.5,0.63294,0.49315,0.61306,0.49902,0.67671,0.50294,0.53606,0.01566,3503.22633,0.5,0.47018,0.69472,0.40541,0.06262,3503.27382,0.5,0.68494,0.13112,0.68578,0.48728,160.198826119615
5,1,6,1,0.5,0.5,0.49902152641878667,166000.0,0.7882,0.74951,0.57964,0.49706,0.55158,0.53816,3930.38502,0.5,3930.39819,0.5,0.59619,0.49902,0.59596,0.49706,0.69478,0.49511,0.53354,0.01566,3930.39225,0.5,0.46865,0.88063,0.38911,0.06262,3930.44553,0.5,0.68335,0.11155,0.68165,0.50098,158.2439063944589
5,1,7,1,0.5,0.5,0.49902152641878667,166000.0,0.78178,0.73973,0.56969,0.46575,0.56188,0.46967,4263.9512,0.5,4263.96468,0.5,0.54672,0.50881,0.54086,0.49511,0.69163,0.49511,0.52924,1.0,4263.95897,0.5,0.46162,0.37182,0.40206,1.0,4264.01759,0.5,0.65838,1.0,0.65255,0.49511,156.47069552538403
5,2,1,1,0.5,0.4986301369863014,0.4986301369863014,163000.0,0.78093,0.46301,0.49576,0.49863,0.50435,0.55342,-0.6201,0.04247,-0.57078,1.0,0.57122,0.49863,0.58618,0.49726,0.67838,0.49726,0.53427,1.0,-0.5853,1.0,0.51257,0.41096,0.45284,1.0,-0.50843,0.25753,0.63202,0.16575,0.60441,0.50548,186.73735760357886
5,2,2,1,0.5,0.4986301369863014,0.5009784735812133,160000.0,0.75245,0.43249,0.64651,0.50098,0.56005,0.51076,-0.61838,0.00196,-0.56834,1.0,0.52165,0.49902,0.49506,0.49119,0.733,0.49706,0.63852,0.00196,-0.58879,1.0,0.51249,0.44423,0.39924,0.03718,-0.54609,0.54599,0.6319,0.08415,0.61851,0.49902,144.28687335183125
5,2,3,1,0.5,0.4986301369863014,0.49706457925636005,161750.0,0.79689,0.54012,0.47173,0.47162,0.50456,0.51663,-0.68381,0.03131,-0.58729,1.0,0.65042,0.49706,0.65024,0.50294,0.73136,0.49706,0.53754,0.03131,-0.60177,1.0,0.57353,0.71233,0.47152,1.0,-0.49311,0.51468,0.62784,0.16634,0.62921,0.49902,175.11284504952877
5,2,4,1,0.5,0.4986301369863014,0.49902152641878667,157000.0,0.7978,0.49315,0.57342,0.46771,0.5385,0.51076,-0.69194,1.0,-0.61183,0.08611,0.6043,0.50685,0.60709,0.49511,0.68013,0.50098,0.53618,1.0,-0.61383,1.0,0.4729,0.88454,0.42448,1.0,-0.55813,0.50098,0.66754,1.0,0.6449,0.49119,159.4657046446317
5,2,5,1,0.5,0.4986301369863014,0.49902152641878667,160000.0,0.80556,0.43053,0.56046,0.48532,0.51523,0.53425,-0.74492,0.03718,-0.68121,1.0,0.6511,0.50294,0.61863,0.49511,0.67302,0.49511,0.54167,1.0,-0.68984,1.0,0.50102,0.6771,0.39902,1.0,-0.52929,0.24462,0.65947,1.0,0.64214,0.57534,163.70273329552174
5,2,6,1,0.5,0.4986301369863014,0.49706457925636005,163990.0,0.78458,0.75147,0.60524,0.51859,0.5129,0.50294,-0.74067,1.0,-0.7377,0.05871,0.6052,0.50489,0.56518,0.49511,0.70401,0.50098,0.57354,0.00391,-0.73344,1.0,0.54705,0.88063,0.36493,1.0,-0.554,0.2407,0.69202,0.13307,0.67336,0.45597,156.18750386639422
5,2,7,1,0.5,0.4986301369863014,0.5068493150684932,163990.0,0.78874,0.75147,0.60711,0.50294,0.51926,0.48141,-0.72485,0.02348,-0.72634,0.04697,0.62159,0.50098,0.58922,0.50489,0.70926,0.49706,0.57744,0.00196,-0.71743,1.0,0.55862,0.47358,0.37804,0.05871,-0.55923,0.5499,0.6974,1.0,0.66088,0.45793,151.02866822686957
5,3,1,1,0.5,0.4986301369863014,0.4986301369863014,163000.0,0.78093,0.46301,0.49576,0.49863,0.50435,0.55342,-0.6201,0.04247,-0.57078,1.0,0.57122,0.49863,0.58618,0.49726,0.67838,0.49726,0.53427,1.0,-0.5853,1.0,0.51257,0.41096,0.45284,1.0,-0.50843,0.25753,0.63202,0.16575,0.60441,0.50548,186.73735760357886
5,3,2,1,0.5,0.4986301369863014,0.49902152641878667,160000.0,0.75245,0.43249,0.64651,0.50098,0.56005,0.51076,-0.61838,0.00196,-0.56834,1.0,0.52165,0.49902,0.49506,0.49119,0.733,0.49706,0.63852,0.00196,-0.58879,1.0,0.51249,0.44423,0.39924,0.03718,-0.54609,0.54599,0.6319,0.08415,0.61851,0.49902,144.28687335183125
5,3,3,1,0.5,0.4986301369863014,0.5009784735812133,162000.0,0.78509,0.48337,0.47737,0.50098,0.50628,0.52055,-0.64106,0.03718,-0.56824,1.0,0.64614,0.50294,0.65171,0.49902,0.73512,0.50098,0.55852,0.02544,-0.61199,0.09589,0.56376,0.86106,0.47055,1.0,-0.50223,0.2407,0.63081,1.0,0.61685,0.45401,173.12341429926175
5,3,4,1,0.5,0.4986301369863014,0.49902152641878667,158000.0,0.7957,0.77299,0.57892,0.49511,0.55148,0.4638,-0.69619,0.02544,-0.595,1.0,0.62077,0.50098,0.60025,0.49511,0.67776,0.51076,0.52668,0.00783,-0.63599,1.0,0.46323,0.46967,0.40915,0.06458,-0.57201,0.27984,0.66837,1.0,0.65968,0.47554,158.1585853686084
5,3,5,1,0.5,0.4986301369863014,0.50293542074364,162000.0,0.80287,0.45988,0.58521,0.49119,0.54,0.48728,-0.73408,1.0,-0.65592,0.09785,0.64201,0.50685,0.62521,0.49902,0.68865,0.50294,0.5236,1.0,-0.67211,1.0,0.49871,0.44423,0.41196,1.0,-0.54822,0.53425,0.68157,1.0,0.67681,0.4638,161.092516774857
5,3,6,1,0.5,0.4986301369863014,0.50293542074364,163000.0,0.78396,0.45988,0.58808,0.48532,0.51612,0.54012,-0.73703,1.0,-0.68924,1.0,0.6141,0.49706,0.584,0.49902,0.69534,0.50294,0.55341,0.00978,-0.71785,1.0,0.5315,0.48728,0.38794,1.0,-0.54221,0.24853,0.6803,0.12916,0.66446,0.50098,156.89408597047392
5,3,7,1,0.5,0.4986301369863014,0.49902152641878667,164500.0,0.79032,0.72994,0.60871,0.54012,0.52389,0.55186,-0.73,0.02348,-0.74401,0.04501,0.62816,0.49706,0.59561,0.49315,0.70417,0.49511,0.5583,1.0,-0.7186,1.0,0.54723,0.44423,0.38636,0.05871,-0.549,0.2544,0.69963,0.11546,0.67093,0.5225,149.2472875256404
5,4,1,1,0.5,0.4986301369863014,0.4986301369863014,163000.0,0.78093,0.46301,0.49576,0.49863,0.50435,0.55342,-0.6201,0.04247,-0.57078,1.0,0.57122,0.49863,0.58618,0.49726,0.67838,0.49726,0.53427,1.0,-0.5853,1.0,0.51257,0.41096,0.45284,1.0,-0.50843,0.25753,0.63202,0.16575,0.60441,0.50548,186.73735760357883
5,4,2,1,0.5,0.4986301369863014,0.49706457925636005,160000.0,0.75245,0.43249,0.64651,0.50098,0.56005,0.51076,-0.61838,0.00196,-0.56834,1.0,0.52165,0.49902,0.49506,0.49119,0.733,0.49706,0.63852,0.00196,-0.58879,1.0,0.51249,0.44423,0.39924,0.03718,-0.54609,0.54599,0.6319,0.08415,0.61851,0.49902,144.28687335183122
5,4,3,1,0.5,0.4986301369863014,0.5009784735812133,160000.0,0.77942,0.49119,0.50305,0.51076,0.48849,0.48532,-0.63524,1.0,-0.58696,0.10372,0.63181,0.50098,0.6271,0.50098,0.70311,0.49706,0.541,1.0,-0.57472,1.0,0.52342,0.34638,0.45897,0.08415,-0.50836,0.50881,0.62827,1.0,0.63536,0.50294,171.53691963949822
5,4,4,1,0.5,0.4986301369863014,0.49902152641878667,160000.0,0.79807,0.44031,0.57283,0.51076,0.53845,0.4501,-0.73083,1.0,-0.5972,0.10176,0.59906,0.49706,0.57197,0.49902,0.6837,0.50685,0.5042,1.0,-0.64359,1.0,0.49839,0.35225,0.41843,0.07045,-0.55097,0.25049,0.68986,0.14873,0.66243,0.50294,152.64473037710633
5,4,5,1,0.5,0.4986301369863014,0.49902152641878667,162000.0,0.81305,0.44618,0.60166,0.48728,0.54589,0.53816,-0.72601,1.0,-0.66236,0.1135,0.63105,0.50098,0.58672,0.49706,0.6899,0.49706,0.53551,1.0,-0.62787,1.0,0.49413,0.8728,0.43974,1.0,-0.57177,0.25049,0.67533,1.0,0.66062,0.50881,165.09373208489677
5,4,6,1,0.5,0.4986301369863014,0.49902152641878667,163000.0,0.77892,0.4638,0.53679,0.47358,0.5092,0.50881,-0.7409,1.0,-0.64208,1.0,0.62862,0.49706,0.59726,0.49902,0.6888,0.50294,0.53731,1.0,-0.66329,1.0,0.51753,0.50685,0.38623,1.0,-0.49959,0.23679,0.64257,1.0,0.62627,0.4638,172.94508424449108
5,4,7,1,0.5,0.4986301369863014,0.5009784735812133,164000.0,0.77379,0.45988,0.54585,0.47162,0.51853,0.47554,-0.75081,0.03523,-0.67335,1.0,0.63225,0.49902,0.59141,0.49511,0.65357,0.49902,0.50219,1.0,-0.7027,1.0,0.4872,0.27202,0.41198,0.07241,-0.4973,0.5362,0.60114,0.10176,0.57925,0.48337,164.3302720661471
5,5,1,1,0.5,0.5,0.5,163000.0,0.78093,0.46301,0.49576,0.49863,0.50435,0.55342,-0.6201,0.04247,-0.57078,1.0,0.57122,0.49863,0.58618,0.49726,0.67838,0.49726,0.53427,1.0,-0.5853,1.0,0.51257,0.41096,0.45284,1.0,-0.50843,0.25753,0.63202,0.16575,0.60441,0.50548,186.73735760357886
5,5,2,1,0.5,0.5,0.5009784735812133,160000.0,0.75245,0.43249,0.64651,0.50098,0.56005,0.51076,-0.61838,0.00196,-0.56834,1.0,0.52165,0.49902,0.49506,0.49119,0.733,0.49706,0.63852,0.00196,-0.58879,1.0,0.51249,0.44423,0.39924,0.03718,-0.54609,0.54599,0.6319,0.08415,0.61851,0.49902,144.28687335183125
5,5,3,1,0.5,0.5,0.49902152641878667,162000.0,0.7832,1.0,0.51906,0.51076,0.49553,0.51859,-0.64947,0.02348,-0.59245,1.0,0.6017,0.48728,0.59001,0.49511,0.70528,0.49902,0.55151,0.02153,-0.57258,0.08023,0.51644,0.71233,0.42753,1.0,-0.49812,0.25049,0.61925,1.0,0.61107,0.52446,172.79842903990522
5,5,4,1,0.5,0.5,0.49902152641878667,157000.0,0.80066,0.78278,0.59374,0.48924,0.55662,0.52446,-0.71861,1.0,-0.60274,1.0,0.59217,0.50294,0.57658,0.49902,0.7015,0.49315,0.56395,0.0137,-0.62244,0.08611,0.53044,0.34247,0.41195,1.0,-0.54837,0.24266,0.68512,0.16438,0.6608,0.49902,157.58071378335407
5,5,5,1,0.5,0.5,0.5009784735812133,160000.0,0.80944,0.49706,0.60779,0.48924,0.5225,0.5362,-0.71975,1.0,-0.67828,1.0,0.62095,0.51076,0.57141,0.49706,0.7022,0.49706,0.54149,1.0,-0.61711,1.0,0.53072,0.32485,0.40455,1.0,-0.55727,0.51859,0.67226,0.14481,0.65494,0.51663,165.47890725932072
5,5,6,1,0.5,0.5,0.49902152641878667,160000.0,0.7915,0.48532,0.57313,0.48337,0.48257,0.51468,-0.75765,1.0,-0.72674,1.0,0.64061,0.48924,0.61498,0.50294,0.70578,0.49119,0.55109,1.0,-0.72055,1.0,0.55874,0.48924,0.42522,0.05675,-0.5306,0.51076,0.64976,1.0,0.62161,0.47945,165.8959425342732
5,5,7,1,0.5,0.5,0.50293542074364,160200.0,0.79373,0.48924,0.58226,0.4638,0.49043,0.53425,-0.75093,0.03523,-0.77234,1.0,0.64918,0.49902,0.61836,0.49511,0.71101,0.49706,0.56427,0.00391,-0.73809,0.05284,0.54723,0.32485,0.42308,0.06654,-0.55859,0.22114,0.66589,0.13112,0.63642,0.50098,161.40640528644784
6,1,1,1,0.5,0.5,0.5,163000.0,0.78093,0.46301,0.49576,0.49863,0.50435,0.55342,4033.92549,0.5,4033.93759,0.5,0.57122,0.49863,0.58618,0.49726,0.67838,0.49726,0.53427,1.0,4033.93407,0.5,0.51257,0.41096,0.45284,1.0,4033.98576,0.5,0.63202,0.16575,0.60441,0.50548,186.73735760357886
6,1,2,1,0.5,0.5,0.5009784735812133,160000.0,0.75245,0.43249,0.64651,0.50098,0.56005,0.51076,5603.95602,0.5,5603.96999,0.5,0.52165,0.49902,0.49506,0.49119,0.733,0.49706,0.63852,0.00196,5603.96398,0.5,0.51249,0.44423,0.39924,0.03718,5604.05092,0.5,0.6319,0.08415,0.61851,0.49902,144.28687335183125
6,1,3,1,0.5,0.5,0.5009784735812133,163000.0,0.79585,0.48728,0.5069,0.47358,0.52388,0.5362,3167.73004,0.5,3167.74058,0.5,0.62601,0.49315,0.6113,0.49511,0.70098,0.50098,0.52008,0.02544,3167.73726,0.5,0.50545,0.78278,0.4466,1.0,3167.77837,0.5,0.66286,0.16634,0.64607,0.49902,164.09194404143446
6,1,4,1,0.5,0.5,0.5009784735812133,164500.0,0.77121,0.47554,0.504,0.48337,0.50754,0.55186,3202.71449,0.5,3202.72467,0.5,0.61547,0.49511,0.61166,0.48924,0.73515,0.49119,0.54238,1.0,3202.72077,0.5,0.52514,0.38552,0.43949,1.0,3202.76336,0.5,0.65614,1.0,0.67808,0.47554,168.5548494945955
6,1,5,1,0.5,0.5,0.5009784735812133,163000.0,0.79151,0.47358,0.58579,0.46575,0.56651,0.55382,3503.21964,0.5,3503.23099,0.5,0.63294,0.49315,0.61306,0.49902,0.67671,0.50294,0.53606,0.01566,3503.22633,0.5,0.47018,0.69472,0.40541,0.06262,3503.27382,0.5,0.68494,0.13112,0.68578,0.48728,160.198826119615
6,1,6,1,0.5,0.5,0.49902152641878667,166000.0,0.7882,0.74951,0.57964,0.49706,0.55158,0.53816,3930.38502,0.5,3930.39819,0.5,0.59619,0.49902,0.59596,0.49706,0.69478,0.49511,0.53354,0.01566,3930.39225,0.5,0.46865,0.88063,0.38911,0.06262,3930.44553,0.5,0.68335,0.11155,0.68165,0.50098,158.2439063944589
6,1,7,1,0.5,0.5,0.49902152641878667,166000.0,0.78178,0.73973,0.56969,0.46575,0.56188,0.46967,4263.9512,0.5,4263.96468,0.5,0.54672,0.50881,0.54086,0.49511,0.69163,0.49511,0.52924,1.0,4263.95897,0.5,0.46162,0.37182,0.40206,1.0,4264.01759,0.5,0.65838,1.0,0.65255,0.49511,156.47069552538403
6,2,1,1,0.5,0.4986301369863014,0.4986301369863014,163000.0,0.78093,0.46301,0.49576,0.49863,0.50435,0.55342,-0.6201,0.04247,-0.57078,1.0,0.57122,0.49863,0.58618,0.49726,0.67838,0.49726,0.53427,1.0,-0.5853,1.0,0.51257,0.41096,0.45284,1.0,-0.50843,0.25753,0.63202,0.16575,0.60441,0.50548,186.73735760357886
6,2,2,1,0.5,0.4986301369863014,0.5009784735812133,160000.0,0.75245,0.43249,0.64651,0.50098,0.56005,0.51076,-0.61838,0.00196,-0.56834,1.0,0.52165,0.49902,0.49506,0.49119,0.733,0.49706,0.63852,0.00196,-0.58879,1.0,0.51249,0.44423,0.39924,0.03718,-0.54609,0.54599,0.6319,0.08415,0.61851,0.49902,144.28687335183125
6,2,3,1,0.5,0.4986301369863014,0.49706457925636005,161750.0,0.79689,0.54012,0.47173,0.47162,0.50456,0.51663,-0.68381,0.03131,-0.58729,1.0,0.65042,0.49706,0.65024,0.50294,0.73136,0.49706,0.53754,0.03131,-0.60177,1.0,0.57353,0.71233,0.47152,1.0,-0.49311,0.51468,0.62784,0.16634,0.62921,0.49902,175.11284504952877
6,2,4,1,0.5,0.4986301369863014,0.49902152641878667,157000.0,0.7978,0.49315,0.57342,0.46771,0.5385,0.51076,-0.69194,1.0,-0.61183,0.08611,0.6043,0.50685,0.60709,0.49511,0.68013,0.50098,0.53618,1.0,-0.61383,1.0,0.4729,0.88454,0.42448,1.0,-0.55813,0.50098,0.66754,1.0,0.6449,0.49119,159.4657046446317
6,2,5,1,0.5,0.4986301369863014,0.49902152641878667,160000.0,0.80556,0.43053,0.56046,0.48532,0.51523,0.53425,-0.74492,0.03718,-0.68121,1.0,0.6511,0.50294,0.61863,0.49511,0.67302,0.49511,0.54167,1.0,-0.68984,1.0,0.50102,0.6771,0.39902,1.0,-0.52929,0.24462,0.65947,1.0,0.64214,0.57534,163.70273329552174
6,2,6,1,0.5,0.4986301369863014,0.49706457925636005,163990.0,0.78458,0.75147,0.60524,0.51859,0.5129,0.50294,-0.74067,1.0,-0.7377,0.05871,0.6052,0.50489,0.56518,0.49511,0.70401,0.50098,0.57354,0.00391,-0.73344,1.0,0.54705,0.88063,0.36493,1.0,-0.554,0.2407,0.69202,0.13307,0.67336,0.45597,156.18750386639422
6,2,7,1,0.5,0.4986301369863014,0.5068493150684932,163990.0,0.78874,0.75147,0.60711,0.50294,0.51926,0.48141,-0.72485,0.02348,-0.72634,0.04697,0.62159,0.50098,0.58922,0.50489,0.70926,0.49706,0.57744,0.00196,-0.71743,1.0,0.55862,0.47358,0.37804,0.05871,-0.55923,0.5499,0.6974,1.0,0.66088,0.45793,151.02866822686957
6,3,1,1,0.5,0.4986301369863014,0.4986301369863014,163000.0,0.78093,0.46301,0.49576,0.49863,0.50435,0.55342,-0.6201,0.04247,-0.57078,1.0,0.57122,0.49863,0.58618,0.49726,0.67838,0.49726,0.53427,1.0,-0.5853,1.0,0.51257,0.41096,0.45284,1.0,-0.50843,0.25753,0.63202,0.16575,0.60441,0.50548,186.73735760357886
6,3,2,1,0.5,0.4986301369863014,0.49902152641878667,160000.0,0.75245,0.43249,0.64651,0.50098,0.56005,0.51076,-0.61838,0.00196,-0.56834,1.0,0.52165,0.49902,0.49506,0.49119,0.733,0.49706,0.63852,0.00196,-0.58879,1.0,0.51249,0.44423,0.39924,0.03718,-0.54609,0.54599,0.6319,0.08415,0.61851,0.49902,144.28687335183125
6,3,3,1,0.5,0.4986301369863014,0.5009784735812133,162000.0,0.78509,0.48337,0.47737,0.50098,0.50628,0.52055,-0.64106,0.03718,-0.56824,1.0,0.64614,0.50294,0.65171,0.49902,0.73512,0.50098,0.55852,0.02544,-0.61199,0.09589,0.56376,0.86106,0.47055,1.0,-0.50223,0.2407,0.63081,1.0,0.61685,0.45401,173.12341429926175
6,3,4,1,0.5,0.4986301369863014,0.49902152641878667,158000.0,0.7957,0.77299,0.57892,0.49511,0.55148,0.4638,-0.69619,0.02544,-0.595,1.0,0.62077,0.50098,0.60025,0.49511,0.67776,0.51076,0.52668,0.00783,-0.63599,1.0,0.46323,0.46967,0.40915,0.06458,-0.57201,0.27984,0.66837,1.0,0.65968,0.47554,158.1585853686084
6,3,5,1,0.5,0.4986301369863014,0.50293542074364,162000.0,0.80287,0.45988,0.58521,0.49119,0.54,0.48728,-0.73408,1.0,-0.65592,0.09785,0.64201,0.50685,0.62521,0.49902,0.68865,0.50294,0.5236,1.0,-0.67211,1.0,0.49871,0.44423,0.41196,1.0,-0.54822,0.53425,0.68157,1.0,0.67681,0.4638,161.092516774857
6,3,6,1,0.5,0.4986301369863014,0.50293542074364,163000.0,0.78396,0.45988,0.58808,0.48532,0.51612,0.54012,-0.73703,1.0,-0.68924,1.0,0.6141,0.49706,0.584,0.49902,0.69534,0.50294,0.55341,0.00978,-0.71785,1.0,0.5315,0.48728,0.38794,1.0,-0.54221,0.24853,0.6803,0.12916,0.66446,0.50098,156.89408597047392
6,3,7,1,0.5,0.4986301369863014,0.49902152641878667,164500.0,0.79032,0.72994,0.60871,0.54012,0.52389,0.55186,-0.73,0.02348,-0.74401,0.04501,0.62816,0.49706,0.59561,0.49315,0.70417,0.49511,0.5583,1.0,-0.7186,1.0,0.54723,0.44423,0.38636,0.05871,-0.549,0.2544,0.69963,0.11546,0.67093,0.5225,149.2472875256404
6,4,1,1,0.5,0.4986301369863014,0.4986301369863014,163000.0,0.78093,0.46301,0.49576,0.49863,0.50435,0.55342,-0.6201,0.04247,-0.57078,1.0,0.57122,0.49863,0.58618,0.49726,0.67838,0.49726,0.53427,1.0,-0.5853,1.0,0.51257,0.41096,0.45284,1.0,-0.50843,0.25753,0.63202,0.16575,0.60441,0.50548,186.73735760357883
6,4,2,1,0.5,0.4986301369863014,0.49706457925636005,160000.0,0.75245,0.43249,0.64651,0.50098,0.56005,0.51076,-0.61838,0.00196,-0.56834,1.0,0.52165,0.49902,0.49506,0.49119,0.733,0.49706,0.63852,0.00196,-0.58879,1.0,0.51249,0.44423,0.39924,0.03718,-0.54609,0.54599,0.6319,0.08415,0.61851,0.49902,144.28687335183122
6,4,3,1,0.5,0.4986301369863014,0.5009784735812133,160000.0,0.77942,0.49119,0.50305,0.51076,0.48849,0.48532,-0.63524,1.0,-0.58696,0.10372,0.63181,0.50098,0.6271,0.50098,0.70311,0.49706,0.541,1.0,-0.57472,1.0,0.52342,0.34638,0.45897,0.08415,-0.50836,0.50881,0.62827,1.0,0.63536,0.50294,171.53691963949822
6,4,4,1,0.5,0.4986301369863014,0.49902152641878667,160000.0,0.79807,0.44031,0.57283,0.51076,0.53845,0.4501,-0.73083,1.0,-0.5972,0.10176,0.59906,0.49706,0.57197,0.49902,0.6837,0.50685,0.5042,1.0,-0.64359,1.0,0.49839,0.35225,0.41843,0.07045,-0.55097,0.25049,0.68986,0.14873,0.66243,0.50294,152.64473037710633
6,4,5,1,0.5,0.4986301369863014,0.49902152641878667,162000.0,0.81305,0.44618,0.60166,0.48728,0.54589,0.53816,-0.72601,1.0,-0.66236,0.1135,0.63105,0.50098,0.58672,0.49706,0.6899,0.49706,0.53551,1.0,-0.62787,1.0,0.49413,0.8728,0.43974,1.0,-0.57177,0.25049,0.67533,1.0,0.66062,0.50881,165.09373208489677
6,4,6,1,0.5,0.4986301369863014,0.49902152641878667,163000.0,0.77892,0.4638,0.53679,0.47358,0.5092,0.50881,-0.7409,1.0,-0.64208,1.0,0.62862,0.49706,0.59726,0.49902,0.6888,0.50294,0.53731,1.0,-0.66329,1.0,0.51753,0.50685,0.38623,1.0,-0.49959,0.23679,0.64257,1.0,0.62627,0.4638,172.94508424449108
6,4,7,1,0.5,0.4986301369863014,0.5009784735812133,164000.0,0.77379,0.45988,0.54585,0.47162,0.51853,0.47554,-0.75081,0.03523,-0.67335,1.0,0.63225,0.49902,0.59141,0.49511,0.65357,0.49902,0.50219,1.0,-0.7027,1.0,0.4872,0.27202,0.41198,0.07241,-0.4973,0.5362,0.60114,0.10176,0.57925,0.48337,164.3302720661471
6,5,1,1,0.5,0.5,0.5,163000.0,0.78093,0.46301,0.49576,0.49863,0.50435,0.55342,-0.6201,0.04247,-0.57078,1.0,0.57122,0.49863,0.58618,0.49726,0.67838,0.49726,0.53427,1.0,-0.5853,1.0,0.51257,0.41096,0.45284,1.0,-0.50843,0.25753,0.63202,0.16575,0.60441,0.50548,186.73735760357886
6,5,2,1,0.5,0.5,0.5009784735812133,160000.0,0.75245,0.43249,0.64651,0.50098,0.56005,0.51076,-0.61838,0.00196,-0.56834,1.0,0.52165,0.49902,0.49506,0.49119,0.733,0.49706,0.63852,0.00196,-0.58879,1.0,0.51249,0.44423,0.39924,0.03718,-0.54609,0.54599,0.6319,0.08415,0.61851,0.49902,144.28687335183125
6,5,3,1,0.5,0.5,0.49902152641878667,162000.0,0.7832,1.0,0.51906,0.51076,0.49553,0.51859,-0.64947,0.02348,-0.59245,1.0,0.6017,0.48728,0.59001,0.49511,0.70528,0.49902,0.55151,0.02153,-0.57258,0.08023,0.51644,0.71233,0.42753,1.0,-0.49812,0.25049,0.61925,1.0,0.61107,0.52446,172.79842903990522
6,5,4,1,0.5,0.5,0.49902152641878667,157000.0,0.80066,0.78278,0.59374,0.48924,0.55662,0.52446,-0.71861,1.0,-0.60274,1.0,0.59217,0.50294,0.57658,0.49902,0.7015,0.49315,0.56395,0.0137,-0.62244,0.08611,0.53044,0.34247,0.41195,1.0,-0.54837,0.24266,0.68512,0.16438,0.6608,0.49902,157.58071378335407
6,5,5,1,0.5,0.5,0.5009784735812133,160000.0,0.80944,0.49706,0.60779,0.48924,0.5225,0.5362,-0.71975,1.0,-0.67828,1.0,0.62095,0.51076,0.57141,0.49706,0.7022,0.49706,0.54149,1.0,-0.61711,1.0,0.53072,0.32485,0.40455,1.0,-0.55727,0.51859,0.67226,0.14481,0.65494,0.51663,165.47890725932072
6,5,6,1,0.5,0.5,0.49902152641878667,160000.0,0.7915,0.48532,0.57313,0.48337,0.48257,0.51468,-0.75765,1.0,-0.72674,1.0,0.64061,0.48924,0.61498,0.50294,0.70578,0.49119,0.55109,1.0,-0.72055,1.0,0.55874,0.48924,0.42522,0.05675,-0.5306,0.51076,0.64976,1.0,0.62161,0.47945,165.8959425342732
6,5,7,1,0.5,0.5,0.50293542074364,160200.0,0.79373,0.48924,0.58226,0.4638,0.49043,0.53425,-0.75093,0.03523,-0.77234,1.0,0.64918,0.49902,0.61836,0.49511,0.71101,0.49706,0.56427,0.00391,-0.73809,0.05284,0.54723,0.32485,0.42308,0.06654,-0.55859,0.22114,0.66589,0.13112,0.63642,0.50098,161.40640528644784
7,1,1,1,0.5,0.5,0.5,163000.0,0.78093,0.46301,0.49576,0.49863,0.50435,0.55342,4033.92549,0.5,4033.93759,0.5,0.57122,0.49863,0.58618,0.49726,0.67838,0.49726,0.53427,1.0,4033.93407,0.5,0.51257,0.41096,0.45284,1.0,4033.98576,0.5,0.63202,0.16575,0.60441,0.50548,186.73735760357886
